wave,siteid,date,weather,time,day,round,direction,path,mode,count,location_description,borough,functional_area_for_monitoring,road_type
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 11:30:00,Weekday,A,Northbound,Carriageway,Conventional cycles,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 11:45:00,Weekday,A,Northbound,Carriageway,Conventional cycles,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:00:00,Weekday,A,Northbound,Carriageway,Conventional cycles,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:15:00,Weekday,A,Northbound,Carriageway,Conventional cycles,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:30:00,Weekday,A,Northbound,Carriageway,Conventional cycles,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:45:00,Weekday,A,Northbound,Carriageway,Conventional cycles,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:00:00,Weekday,A,Northbound,Carriageway,Conventional cycles,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:15:00,Weekday,A,Northbound,Carriageway,Conventional cycles,2,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:30:00,Weekday,A,Northbound,Carriageway,Conventional cycles,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:45:00,Weekday,A,Northbound,Carriageway,Conventional cycles,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:00:00,Weekday,A,Northbound,Carriageway,Conventional cycles,2,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:15:00,Weekday,A,Northbound,Carriageway,Conventional cycles,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:30:00,Weekday,A,Northbound,Carriageway,Conventional cycles,4,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:45:00,Weekday,A,Northbound,Carriageway,Conventional cycles,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 15:00:00,Weekday,A,Northbound,Carriageway,Conventional cycles,2,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 15:15:00,Weekday,A,Northbound,Carriageway,Conventional cycles,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 15:30:00,Weekday,A,Northbound,Carriageway,Conventional cycles,4,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 15:45:00,Weekday,A,Northbound,Carriageway,Conventional cycles,4,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 16:00:00,Weekday,A,Northbound,Carriageway,Conventional cycles,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 16:15:00,Weekday,A,Northbound,Carriageway,Conventional cycles,2,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 16:30:00,Weekday,A,Northbound,Carriageway,Conventional cycles,4,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 16:45:00,Weekday,A,Northbound,Carriageway,Conventional cycles,2,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 17:00:00,Weekday,A,Northbound,Carriageway,Conventional cycles,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 17:15:00,Weekday,A,Northbound,Carriageway,Conventional cycles,4,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 17:30:00,Weekday,A,Northbound,Carriageway,Conventional cycles,3,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 17:45:00,Weekday,A,Northbound,Carriageway,Conventional cycles,2,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 18:00:00,Weekday,A,Northbound,Carriageway,Conventional cycles,5,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 18:15:00,Weekday,A,Northbound,Carriageway,Conventional cycles,5,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 18:30:00,Weekday,A,Northbound,Carriageway,Conventional cycles,2,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 18:45:00,Weekday,A,Northbound,Carriageway,Conventional cycles,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 19:00:00,Weekday,A,Northbound,Carriageway,Conventional cycles,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 19:15:00,Weekday,A,Northbound,Carriageway,Conventional cycles,3,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 19:30:00,Weekday,A,Northbound,Carriageway,Conventional cycles,2,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 19:45:00,Weekday,A,Northbound,Carriageway,Conventional cycles,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 20:00:00,Weekday,A,Northbound,Carriageway,Conventional cycles,6,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 20:15:00,Weekday,A,Northbound,Carriageway,Conventional cycles,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 20:30:00,Weekday,A,Northbound,Carriageway,Conventional cycles,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 20:45:00,Weekday,A,Northbound,Carriageway,Conventional cycles,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 21:00:00,Weekday,A,Northbound,Carriageway,Conventional cycles,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 21:15:00,Weekday,A,Northbound,Carriageway,Conventional cycles,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 21:30:00,Weekday,A,Northbound,Carriageway,Conventional cycles,2,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 21:45:00,Weekday,A,Northbound,Carriageway,Conventional cycles,3,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 06:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 06:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 06:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 06:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 07:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 07:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 07:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 07:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 08:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 08:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 08:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 08:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 09:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 09:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 09:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 09:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 10:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 10:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 10:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 10:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 11:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 11:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 11:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 11:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:30:00,Weekday,A,Northbound,Carriageway,E-scooters,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:15:00,Weekday,A,Northbound,Carriageway,E-scooters,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:30:00,Weekday,A,Northbound,Carriageway,E-scooters,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:45:00,Weekday,A,Northbound,Carriageway,E-scooters,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 15:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 15:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 15:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 15:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 16:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 16:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 16:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 16:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 17:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 17:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 17:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 17:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 18:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 18:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 18:30:00,Weekday,A,Northbound,Carriageway,E-scooters,1,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 18:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 19:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 19:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 19:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 19:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 20:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 20:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 20:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 20:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 21:00:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 21:15:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 21:30:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 21:45:00,Weekday,A,Northbound,Carriageway,E-scooters,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 06:00:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 06:15:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 06:30:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 06:45:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 07:00:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 07:15:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 07:30:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 07:45:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 08:00:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 08:15:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 08:30:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 08:45:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 09:00:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 09:15:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 09:30:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 09:45:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 10:00:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 10:15:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 10:30:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 10:45:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 11:00:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 11:15:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 11:30:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 11:45:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:00:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:15:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:30:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 12:45:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:00:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:15:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:30:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 13:45:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:00:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:15:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:30:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
2024 W1 spring,ML1069,2024-06-20,Dry,1900-01-01 14:45:00,Weekday,A,Northbound,Pavement - Northbound,Cargo bikes,0,High Street Sutton,Sutton,03 Outer,02 B Road
